central_point_id	element	refnumber	x	y	z	intensity_real	intensity_imag
9625	Li	6	4.98000000E+01	2.07500000E+00	7.26250000E+01	-1.12265451E+01	2.79831460E-15
9627	Li	8	5.18750000E+01	4.44699869E-15	7.26250000E+01	-1.14947101E+01	-1.72981410E-14
9628	Li	7	5.18750000E+01	2.07500000E+00	7.47000000E+01	-1.16506468E+01	7.65683075E-15
9630	Li	7	5.18750000E+01	2.07500000E+00	7.88500000E+01	-1.16795756E+01	7.65683075E-15
9631	Li	8	5.18750000E+01	4.95522711E-15	8.09250000E+01	-1.14371029E+01	-1.72981410E-14
9632	Li	5	4.98000000E+01	4.15000000E+00	0.00000000E+00	-1.17130837E+01	9.92552640E-15
9633	Li	7	5.18750000E+01	6.22500000E+00	0.00000000E+00	-1.15075419E+01	1.78614989E-15
9635	Li	8	5.18750000E+01	4.15000000E+00	6.22500000E+00	-1.13801044E+01	1.11300994E-14
9636	Li	5	4.98000000E+01	4.15000000E+00	8.30000000E+00	-1.19135093E+01	9.92552640E-15
9637	Li	5	4.98000000E+01	4.15000000E+00	1.24500000E+01	-1.17127615E+01	9.92552640E-15
9638	Li	8	5.18750000E+01	4.15000000E+00	1.45250000E+01	-1.15236032E+01	1.11300994E-14
9639	Li	8	5.18750000E+01	4.15000000E+00	1.86750000E+01	-1.14944595E+01	1.11300994E-14
9640	Li	7	5.18750000E+01	6.22500000E+00	2.07500000E+01	-1.13930079E+01	1.78614989E-15
9641	Li	8	5.18750000E+01	4.15000000E+00	2.28250000E+01	-1.14946743E+01	1.11300994E-14
9642	Li	6	4.98000000E+01	6.22500000E+00	2.69750000E+01	-1.14271855E+01	7.14988601E-15
9644	Li	5	4.98000000E+01	4.15000000E+00	2.90500000E+01	-1.18274387E+01	9.92552640E-15
9646	Li	5	4.98000000E+01	4.15000000E+00	3.32000000E+01	-1.17413682E+01	9.92552640E-15
9647	Li	6	4.98000000E+01	6.22500000E+00	3.52750000E+01	-1.13411865E+01	7.14988601E-15
9649	Li	7	5.18750000E+01	6.22500000E+00	3.73500000E+01	-1.13066151E+01	1.78581252E-15
9651	Li	5	4.98000000E+01	4.15000000E+00	4.56500000E+01	-1.17701180E+01	9.92552640E-15
9653	Li	8	5.18750000E+01	4.15000000E+00	4.77250000E+01	-1.13511040E+01	1.11300994E-14
9654	Li	6	4.98000000E+01	6.22500000E+00	5.18750000E+01	-1.11980100E+01	7.14988601E-15
9655	Li	7	5.18750000E+01	6.22500000E+00	4.98000000E+01	-1.15935051E+01	1.78581252E-15
9656	Li	5	4.98000000E+01	4.15000000E+00	5.39500000E+01	-1.17987247E+01	9.92552640E-15
9659	Li	6	4.98000000E+01	6.22500000E+00	6.43250000E+01	-1.13409717E+01	7.18244872E-15
9660	Li	6	4.98000000E+01	6.22500000E+00	6.84750000E+01	-1.13700080E+01	7.18244872E-15
9661	Li	8	5.18750000E+01	4.15000000E+00	7.26250000E+01	-1.14373894E+01	1.11406663E-14
9662	Li	6	4.98000000E+01	1.03750000E+01	2.07500000E+00	-1.13694351E+01	-1.05499674E-14
9663	Li	5	4.98000000E+01	8.30000000E+00	4.15000000E+00	-1.15985855E+01	-9.81939142E-15
9664	Li	6	4.98000000E+01	1.03750000E+01	6.22500000E+00	-1.11691528E+01	-1.05499674E-14
9665	Li	7	5.18750000E+01	1.03750000E+01	8.30000000E+00	-1.13927573E+01	-7.21664261E-15
9666	Li	5	4.98000000E+01	8.30000000E+00	1.24500000E+01	-1.17986889E+01	-9.81939142E-15
9668	Li	5	4.98000000E+01	8.30000000E+00	1.66000000E+01	-1.16555124E+01	-9.81938037E-15
9670	Li	8	5.18750000E+01	8.30000000E+00	2.28250000E+01	-1.14660318E+01	-4.50085062E-15
